,Gene_Name,Series1_NHBE_Mock_1,Series1_NHBE_Mock_2,Series1_NHBE_Mock_3,Series1_NHBE_SARS-CoV-2_1,Series1_NHBE_SARS-CoV-2_2,Series1_NHBE_SARS-CoV-2_3
8274,EML2,846,756,1022,860,739,2256
8276,GIPR,52,54,56,48,48,84
8278,SNRPD2,3036,2477,4114,2464,2382,8164
8279,QPCTL,96,69,131,100,61,222
8280,FBXO46,153,193,290,179,146,441
8281,SIX5,112,131,157,139,82,300
8282,DMPK,250,337,451,300,208,809
8283,DMWD,246,277,331,246,211,680
8285,SYMPK,772,768,1129,953,745,2306
8286,IRF2BP1,123,106,176,115,84,287
8287,MYPOP,56,69,107,54,51,233
8288,NOVA2,0,0,0,0,0,2
8289,CCDC61,28,34,31,49,24,82
8295,PPP5C,640,519,862,619,538,1811
8296,CCDC8,410,403,577,361,299,929
8297,PPP5D1,8,8,5,3,4,16
8298,CALM3,5186,4447,7091,4779,4244,13655
8299,DACT3,1,2,1,0,1,6
8300,PRKD2,771,722,1186,877,658,2008
8302,STRN4,820,914,1196,933,722,2160
8303,FKRP,158,179,208,143,123,332
8304,SLC1A5,1744,1739,2418,1500,1401,4273
8306,AP2S1,655,569,954,614,577,1911
8307,ARHGAP35,1499,1360,2103,1192,1116,3467
8309,TMEM160,13,9,24,9,6,42
8310,ZC3H4,383,358,601,394,306,953
8311,SAE1,612,541,976,590,544,1684
8312,BBC3,36,33,47,32,34,89
8314,CCDC9,114,100,190,113,117,315
8315,C5AR1,35,36,41,20,22,47
8317,DHX34,220,269,387,258,232,718
8318,MEIS3,57,49,114,41,44,123
8319,SLC8A2,16,23,11,7,10,27
8320,KPTN,65,53,72,69,68,180
8322,NAPA,837,738,1056,812,670,2120
8324,EHD2,6271,5866,7793,5665,4572,14752
8326,PLA2G4C,9,16,17,20,21,67
8327,LIG1,154,173,212,144,103,399
8328,CARD8,118,97,135,98,86,309
8330,CCDC114,0,4,5,3,2,3
8331,EMP3,168,148,239,142,132,389
8332,TMEM143,49,38,62,51,27,99
8333,KDELR1,3890,3781,5031,3353,3436,9183
8334,GRIN2D,6,9,7,10,8,35
8335,GRWD1,273,254,439,300,225,770
8337,CYTH2,757,874,1022,815,837,2177
8338,LMTK3,145,165,199,171,123,317
8339,SULT2B1,55,66,67,79,57,266
8340,FAM83E,28,30,50,31,11,65
8341,SPACA4,0,1,0,0,0,0
8342,RPL18,3941,4090,5688,4535,3045,10665
8343,SPHK2,71,88,109,94,50,156
8344,DBP,98,88,164,54,50,162
8345,CA11,232,248,364,178,218,552
8348,FUT2,238,242,398,307,257,896
8349,MAMSTR,9,6,10,7,11,27
8350,RASIP1,56,48,63,80,57,139
8352,FUT1,126,116,182,109,103,334
8353,BCAT2,300,303,387,294,252,836
8356,PPP1R15A,1699,1673,2368,1979,2008,5133
8358,NUCB1,1497,1554,2333,1616,1348,3854
8359,DHDH,4,8,5,7,7,17
8360,BAX,620,649,1046,640,599,1794
8361,FTL,24289,20225,34887,23425,21617,64594
8362,GYS1,1835,1866,2467,2138,1800,5432
8363,RUVBL2,713,682,1058,941,657,2186
8364,LHB,3,4,5,6,3,0
8369,CGB7,19,21,25,33,13,89
8370,NTF4,134,113,189,105,92,300
8372,SNRNP70,1910,2023,2699,2146,1811,5696
8373,LIN7B,10,10,18,14,9,25
8375,PPFIA3,15,16,25,30,11,55
8377,TRPM4,321,358,442,428,278,904
8380,CD37,0,1,1,0,0,2
8381,TEAD2,500,468,732,469,435,1445
8382,DKKL1,5,0,0,0,4,3
8383,SLC17A7,1,2,1,3,0,5
8384,PIH1D1,362,335,441,384,270,977
8385,ALDH16A1,79,114,153,130,71,222
8386,FLT3LG,9,12,12,16,12,28
8387,RPL13A,4098,3393,5128,2411,2935,9667
8392,RPS11,16906,14217,25169,16436,15398,49819
8394,FCGRT,151,136,190,145,116,251
8395,RCN3,15,11,13,18,14,52
8396,NOSIP,157,162,238,197,130,446
8397,PRRG2,92,88,165,109,93,242
8398,PRR12,380,417,518,423,295,925
8399,RRAS,1284,1230,1750,1331,1116,3595
8400,SCAF1,728,864,1216,897,619,1976
8401,IRF3,647,720,1070,679,573,1777
8402,BCL2L12,52,68,91,75,66,145
8403,PRMT1,964,866,1345,1283,903,2831
8405,CPT1C,5,7,13,2,3,23
8406,AP2A1,1305,1210,1729,1238,1050,2993
8407,FUZ,29,41,31,23,29,53
8408,MED25,362,384,489,407,249,857
8410,PTOV1,429,502,680,516,426,1137
8411,PNKP,224,263,323,246,180,585
8412,AKT1S1,1101,1032,1571,1036,985,2907
8413,TBC1D17,224,212,342,220,176,535
8414,IL4I1,0,0,1,0,2,0
8415,NUP62,608,529,845,628,502,1581
8416,ATF5,408,353,591,379,347,1127
8417,VRK3,203,211,326,173,174,632
8418,ZNF473,156,142,220,140,170,430
8419,MYH14,236,273,455,410,255,921
8420,KCNC3,13,12,11,9,2,32
8421,NAPSA,14,26,39,19,19,61
8422,NR1H2,429,441,740,518,366,1045
8423,POLD1,69,92,103,146,50,258
8426,EMC10,802,816,1104,718,651,1828
8427,JOSD2,31,65,66,43,23,99
8428,ASPDH,0,0,0,0,0,1
8429,SHANK1,0,0,0,0,0,2
8430,CLEC11A,3,11,17,6,3,12
8431,C19orf48,233,219,374,336,199,697
8435,KLK2,0,0,0,1,0,0
8438,KLK5,573,580,938,604,509,2444
8439,KLK6,1264,1292,1764,1158,989,3868
8440,KLK7,1693,1559,2239,1467,1250,5239
8441,KLK8,178,194,265,204,166,559
8445,KLK12,22,23,34,33,19,113
8446,KLK13,30,33,68,35,37,136
8448,CTU1,25,19,39,16,14,58
8450,VSIG10L,80,80,94,52,75,226
8451,ETFB,499,430,657,519,405,1151
8453,ZNF175,130,115,185,104,122,289
8455,FPR1,3,8,14,5,4,15
8456,FPR2,0,0,0,1,0,0
8457,ZNF577,142,158,176,88,111,369
8458,ZNF649,216,184,283,167,212,594
8459,ZNF613,121,91,207,96,109,304
8460,ZNF350,164,140,231,137,115,307
8461,ZNF615,61,56,114,60,51,113
8462,ZNF614,107,127,230,125,117,318
8463,ZNF432,366,408,625,308,319,908
8465,ZNF616,233,224,321,196,187,352
8466,ZNF836,122,128,164,108,108,283
8467,PPP2R1A,1822,1498,2416,1901,1662,5121
8469,ZNF480,273,252,577,203,252,695
8470,ZNF610,73,92,81,59,58,168
8471,ZNF880,100,92,220,99,120,358
8472,ZNF528,395,405,798,327,408,1020
8476,ZNF701,106,142,207,112,104,318
8478,ZNF83,304,379,844,288,279,800
8479,ZNF611,40,68,133,65,36,165
8480,ZNF600,199,189,350,162,184,434
8481,ZNF28,209,255,558,205,213,606
8482,ZNF468,271,275,503,205,211,537
8483,ZNF320,472,554,1046,409,481,1293
8485,ZNF816,145,184,275,132,169,340
8488,ZNF160,636,613,1016,515,567,1524
8489,ZNF415,136,124,238,110,134,272
8490,ZNF347,104,99,174,85,113,263
8491,ZNF665,34,23,61,27,30,76
8493,ZNF677,88,51,123,73,54,183
8495,ZNF845,95,113,219,89,99,279
8498,ZNF761,272,301,521,208,266,598
8501,ZNF331,132,123,175,104,116,244
8504,MYADM,3523,3260,4253,3350,2893,8711
8505,PRKCG,2,3,3,1,2,3
8506,CACNG7,0,0,0,1,0,0
8507,CACNG8,1,2,2,2,3,5
8508,OSCAR,6,3,7,7,3,16
8509,NDUFA3,399,415,551,441,261,1126
8510,TFPT,122,113,183,131,115,403
8511,PRPF31,674,708,1145,701,600,1892
8512,CNOT3,757,766,1016,798,654,1898
8513,LENG1,101,116,136,137,96,331
8514,TMC4,519,604,750,563,499,1238
8515,MBOAT7,931,951,1302,952,769,2135
8516,TSEN34,326,286,480,340,267,723
8517,RPS9,2781,2978,4628,2959,2212,7221
8518,TTYH1,6,4,12,9,5,27
8519,LENG8,2273,2996,3472,2343,1947,6035
8521,CDC42EP5,111,102,113,152,80,230
8523,NLRP2,763,568,974,653,687,2004
8525,RDH13,85,88,133,99,68,203
8526,EPS8L1,311,344,536,483,319,1154
8527,PPP1R12C,421,442,635,498,340,1116
8528,TNNT1,161,152,226,185,170,494
8529,TNNI3,0,5,2,1,0,3
8530,DNAAF3,6,9,6,13,1,13
8531,SYT5,0,0,4,2,2,4
8533,TMEM86B,9,20,13,12,14,53
8534,PPP6R1,815,897,1316,1071,733,2378
8535,HSPBP1,292,223,275,211,196,669
8537,COX6B2,17,21,28,14,16,63
8539,IL11,29,32,59,24,30,73
8541,TMEM238,8,6,11,5,3,11
8542,RPL28,7797,7996,11611,7519,5441,22035
8543,UBE2S,176,166,222,178,143,505
8544,ISOC2,110,109,197,125,96,274
8545,ZNF628,20,18,21,17,14,25
8546,NAT14,55,62,121,65,46,128
8548,ZNF579,59,59,93,33,39,116
8549,FIZ1,88,80,120,67,65,190
8550,ZNF524,44,55,70,74,40,108
8555,CCDC106,72,60,67,64,45,145
8556,U2AF2,2261,2107,3193,2190,1787,5710
8557,EPN1,516,507,820,683,464,1474
8558,NLRP4,0,0,0,0,0,1
8559,ZNF787,79,99,161,82,58,240
8560,ZNF444,170,149,205,146,128,424
8561,ZSCAN5A,26,16,33,23,26,57
8562,ZNF582,22,18,32,25,20,73
8564,ZNF583,27,35,72,38,39,139
8565,ZNF667,66,107,96,79,81,190
8566,ZNF471,152,154,246,119,139,376
8567,ZFP28,114,119,181,105,140,381
8568,ZNF470,157,164,233,120,135,410
8569,ZNF71,118,118,151,132,115,274
8572,PEG3,25,26,19,17,27,50
8575,ZNF264,251,281,486,226,253,672
8576,AURKC,25,12,40,16,11,54
8577,ZNF805,77,81,132,51,66,231
8578,ZNF460,27,32,46,33,30,105
8579,ZNF543,57,48,113,45,50,170
8580,ZNF304,207,157,292,147,183,491
8581,ZNF547,69,54,59,41,50,146
8582,ZNF548,232,176,316,147,143,514
8583,ZNF17,69,91,116,54,56,195
8584,ZNF749,64,73,121,63,53,212
8585,VN1R1,4,3,16,3,5,14
8586,ZNF772,119,113,225,95,91,305
8587,ZNF419,95,91,124,86,94,234
8588,ZNF773,52,49,78,38,37,112
8589,ZNF549,86,64,114,89,56,239
8590,ZNF550,64,72,98,70,58,197
8591,ZNF416,81,67,91,58,80,157
8592,ZIK1,58,58,74,48,51,163
8593,ZNF530,23,21,24,35,20,89
8594,ZNF134,337,332,489,262,300,828
8595,ZNF211,290,298,372,232,275,638
8597,ZNF551,92,88,179,83,82,191
8598,ZNF154,33,36,60,32,39,90
8599,ZNF671,80,88,99,62,68,192
8600,ZNF776,265,262,439,238,230,631
8601,ZNF586,49,52,100,41,44,135
8602,ZNF552,186,157,270,182,134,448
8605,ZNF587,458,397,626,375,408,1201
8606,ZNF814,41,76,79,36,38,148
8607,ZNF417,75,56,103,83,66,187
8608,ZNF418,57,48,100,35,50,169
8609,ZNF256,96,89,114,68,82,204
8611,ZNF606,73,81,118,63,50,157
8613,ZSCAN1,0,0,0,0,0,1
8614,ZNF135,141,149,212,127,141,368
8615,ZSCAN18,193,161,295,197,134,549
8616,ZNF329,393,329,508,252,298,796
8617,ZNF274,374,284,433,292,322,959
8618,ZNF544,374,278,440,310,284,834
8619,ZNF8,95,108,167,104,100,319
8620,ZSCAN22,77,59,90,52,59,171
8621,A1BG,8,7,6,7,3,22
8623,ZNF497,5,10,7,4,8,20
8625,RPS5,2903,2534,3828,2943,1923,7010
8626,ZNF584,82,58,130,76,61,253
8627,ZNF132,22,40,32,15,25,71
8628,ZNF324B,44,47,69,38,44,132
8629,ZNF324,143,125,260,153,135,389
8630,ZNF446,62,54,93,65,30,118
8631,SLC27A5,51,61,53,61,25,108
8633,TRIM28,1334,1270,1922,1470,1171,3552
8634,CHMP2A,1527,1294,2104,1789,1300,3925
8635,UBE2M,578,474,740,549,521,1581
8636,MZF1,95,101,173,120,96,256
8637,FAM110C,499,583,1033,389,410,1121
8638,SH3YL1,317,220,344,307,326,801
8639,ACP1,828,682,1343,720,694,2258
8640,TMEM18,167,184,268,175,136,337
8641,PXDN,3974,3684,5663,4458,3809,11566
8642,TRAPPC12,324,300,473,305,271,935
8643,ADI1,699,524,1008,512,522,1541
8644,RNASEH1,274,225,416,221,206,747
8645,RPS7,5253,3959,6192,4184,4193,13016
8646,SOX11,0,0,0,1,0,5
8647,CMPK2,2,5,9,14,3,18
8648,RSAD2,21,65,47,28,24,92
8649,RNF144A,13,5,15,11,9,17
8650,ID2,11,14,10,7,7,27
8651,KIDINS220,1635,1344,2305,1175,1303,3682
8652,MBOAT2,1870,1776,2861,1330,1633,4517
8653,ASAP2,1206,1130,1965,965,1070,3108
8654,ITGB1BP1,490,413,600,388,426,1296
8655,CPSF3,492,414,809,380,438,1200
8656,IAH1,413,298,512,223,330,851
8657,ADAM17,769,746,1200,696,652,2092
8658,YWHAQ,3955,3478,6944,3418,3526,10282
8659,TAF1B,85,89,193,92,74,224
8660,GRHL1,513,472,793,530,564,1537
8661,KLF11,76,64,95,54,55,154
8663,RRM2,529,410,777,400,484,1410
8665,HPCAL1,65,57,103,89,86,190
8666,ODC1,1036,732,1376,784,909,2901
8667,NOL10,398,293,608,305,343,957
8668,ATP6V1C2,51,54,62,36,48,183
8669,PDIA6,4230,3850,6328,3385,3884,10461
8671,PQLC3,66,71,112,50,49,165
8672,ROCK2,516,536,1004,492,505,1277
8673,E2F6,54,76,96,48,65,226
8675,LPIN1,920,832,1469,791,763,2832
8676,TRIB2,123,104,200,153,138,490
8678,FAM84A,640,700,1222,562,422,1335
8679,NBAS,673,621,1087,561,647,1828
8680,DDX1,1636,1385,2568,1300,1538,4375
8681,MYCN,0,0,0,0,0,1
8682,FAM49A,203,201,400,136,112,443
8683,RAD51AP2,3,3,9,0,5,11
8684,VSNL1,264,291,374,166,166,535
8685,SMC6,830,961,2170,730,789,2041
8686,GEN1,101,95,216,61,79,207
8688,KCNS3,98,85,143,106,84,261
8689,RDH14,1,0,0,0,1,0
8690,OSR1,6,4,11,6,5,21
8691,TTC32,30,40,50,49,27,82
8692,WDR35,202,215,322,147,151,506
8693,MATN3,20,30,38,24,34,81
8694,LAPTM4A,1771,1785,2830,1494,1505,4570
8695,SDC1,7166,7047,10702,6973,5602,15991
8696,PUM2,1037,1030,1672,715,831,2246
8697,RHOB,255,327,631,263,172,607
8698,HS1BP3,312,297,464,303,280,829
8699,APOB,1,0,2,0,0,0
8700,KLHL29,151,191,251,195,153,391
8701,ATAD2B,242,269,390,201,245,562
8702,UBXN2A,97,121,286,179,156,363
8703,MFSD2B,1,0,0,1,0,3
8704,FKBP1B,183,147,297,153,150,613
8705,TP53I3,687,669,1028,665,689,1991
8707,FAM228B,21,18,22,15,25,69
8709,ITSN2,724,653,1079,624,672,2019
8710,NCOA1,283,269,498,236,244,691
8711,PTRHD1,110,112,156,92,62,258
8712,CENPO,123,119,151,105,109,312
8713,ADCY3,325,280,435,306,252,891
8714,DNAJC27,47,56,113,42,46,132
8716,EFR3B,9,9,12,7,9,28
8717,POMC,2,1,4,3,0,4
8718,DNMT3A,199,191,291,180,164,489
8720,DTNB,186,167,226,130,135,371
8721,ASXL2,876,775,1360,660,718,2280
8722,KIF3C,932,844,1316,1081,885,2752
8723,RAB10,2401,2370,5042,2069,2044,5913
8724,HADHA,5083,4313,7135,4245,4443,12710
8725,HADHB,1203,1015,1709,777,975,2726
8728,SLC35F6,645,609,1048,600,532,1615
8729,CENPA,39,43,62,21,21,49
8730,MAPRE3,339,359,515,351,301,951
8731,TMEM214,1085,948,1523,989,985,2989
8732,AGBL5,486,376,521,336,343,1027
8733,OST4,2327,1920,2966,1900,1781,5727
8734,EMILIN1,1,2,3,2,2,11
8735,KHK,13,6,8,10,15,34
8736,CGREF1,28,26,48,27,30,69
8738,PREB,568,457,690,602,508,1492
8739,SLC5A6,136,126,234,151,119,388
8740,ATRAID,705,616,848,574,532,1615
8741,CAD,595,456,727,605,517,1472
8743,MPV17,629,597,821,548,533,1555
8744,GTF3C2,857,664,1004,705,772,2062
8745,EIF2B4,761,611,964,746,701,2071
8746,SNX17,661,522,976,540,521,1717
8747,ZNF513,146,132,218,177,117,396
8748,PPM1G,2560,2034,3394,2272,2321,6967
8750,NRBP1,2080,1763,2718,1777,1820,5341
8751,KRTCAP3,132,145,231,157,123,417
8752,IFT172,134,120,164,82,91,261
8753,FNDC4,112,96,136,123,102,415
8754,GCKR,2,1,1,2,1,5
8756,ZNF512,285,226,419,215,263,709
8758,GPN1,503,429,742,429,414,1370
8759,SUPT7L,712,689,1114,565,603,1771
8760,SLC4A1AP,1052,932,1325,780,867,2673
8761,MRPL33,966,711,1155,750,849,2420
8762,RBKS,12,8,19,13,5,48
8765,FOSL2,1669,1651,2679,1976,1553,4523
8766,PLB1,27,31,47,27,24,62
8767,PPP1CB,2248,2076,4237,1797,1865,5905
8768,SPDYA,0,1,9,0,3,20
8769,TRMT61B,130,141,270,137,142,338
8770,WDR43,1424,1222,1970,1074,1258,3804
8773,CLIP4,877,847,1384,644,710,2191
8774,YPEL5,913,734,1762,760,821,2475
8776,LCLAT1,170,162,228,104,113,319
8778,GALNT14,620,502,760,585,519,1623
8779,CAPN14,238,236,405,285,228,941
8780,EHD3,313,313,495,306,281,920
8781,XDH,488,384,636,603,652,1917
8782,SRD5A2,0,0,0,0,0,5
8783,MEMO1,279,266,451,252,269,710
8784,DPY30,262,256,660,261,237,771
8785,SPAST,141,120,255,126,155,344
8786,SLC30A6,265,278,574,249,256,682
8787,NLRC4,0,0,0,1,0,2
8788,YIPF4,75,113,187,90,83,264
8789,BIRC6,1304,1497,2317,1309,1284,3437
8790,TTC27,229,172,303,181,199,611
8792,LTBP1,934,704,1164,697,743,2123
8793,RASGRP3,9,6,8,5,6,18
8794,FAM98A,1078,986,1880,951,1094,3105
8796,CRIM1,1224,1101,1828,896,1027,2952
8797,FEZ2,358,367,802,317,349,1015
8799,STRN,1286,1191,2140,971,1071,3107
8800,HEATR5B,575,570,923,439,530,1501
8801,GPATCH11,95,131,284,97,79,282
8802,EIF2AK2,512,493,1086,619,582,1823
8803,CEBPZ,674,631,1480,656,667,1731
8804,NDUFAF7,209,223,315,199,229,647
8805,PRKD3,223,289,476,261,271,752
8806,QPCT,19,29,21,32,17,92
8807,CDC42EP3,1338,1324,2410,1023,1182,3382
8808,RMDN2,19,28,96,28,37,105
8809,CYP1B1,102,88,191,113,95,247
8811,ATL2,305,296,483,248,240,791
8812,GALM,39,38,50,23,19,87
8813,SRSF7,807,683,1044,825,721,2189
8814,GEMIN6,274,200,368,167,228,580
8815,DHX57,405,339,627,324,351,1014
8816,MORN2,234,242,317,136,153,508
8819,SOS1,1238,1140,2144,1057,1084,2818
8820,CDKL4,0,0,0,0,0,1
8821,MAP4K3,394,346,730,302,320,872
8823,TMEM178A,7,10,24,8,0,42
8824,THUMPD2,78,49,215,63,55,234
8826,SLC8A1,22,25,25,17,13,39
8829,EML4,1064,841,1440,744,800,2120
8830,COX7A2L,1724,1392,2260,1139,1305,3957
8831,MTA3,699,652,1053,547,608,1791
8832,HAAO,0,1,4,0,1,0
8833,ZFP36L2,1150,1116,2081,922,931,2906
8834,THADA,349,256,544,254,275,799
8835,PLEKHH2,27,30,53,21,18,68
8836,DYNC2LI1,304,259,380,240,225,740
8837,LRPPRC,857,860,1844,887,873,2418
8838,PPM1B,498,391,697,372,476,1149
8840,PREPL,594,534,1038,461,482,1519
8841,CAMKMT,126,137,168,102,135,364
8842,SIX2,102,128,205,113,71,231
8843,SRBD1,301,235,436,193,230,730
8844,PRKCE,42,56,94,46,43,169
8845,EPAS1,2685,2450,4279,2675,2395,6981
8846,ATP6V1E2,25,30,32,25,18,68
8847,RHOQ,481,568,1131,426,418,1198
8848,PIGF,139,113,206,101,125,347
8849,CRIPT,26,26,59,21,29,65
8850,SOCS5,139,137,302,124,130,329
8851,MCFD2,1672,1503,2731,1385,1531,4411
8852,TTC7A,565,532,809,612,514,1574
8853,CALM2,3131,2935,5693,2491,2634,8219
8854,EPCAM,761,702,1365,769,785,2175
8855,MSH2,112,147,242,104,105,299
8857,MSH6,908,802,1460,693,811,2135
8858,FBXO11,682,863,1483,737,807,1971
8859,FOXN2,90,72,140,67,69,297
8860,PPP1R21,313,219,394,193,255,671
8862,STON1,40,36,54,9,16,31
8863,NRXN1,0,0,0,0,1,2
8865,CHAC2,30,25,50,31,16,92
8866,ERLEC1,681,646,1119,582,605,1419
8869,PSME4,1583,1520,2772,1395,1609,4420
8870,ACYP2,41,36,69,28,20,91
8872,SPTBN1,14312,12567,19526,13671,13117,38586
8873,EML6,21,8,23,6,10,39
8874,RTN4,1988,3114,7594,2442,2250,6434
8875,CLHC1,30,38,69,29,27,80
8876,RPS27A,6381,4811,8865,4379,5047,14457
8877,MTIF2,883,747,1315,598,693,1899
8879,CCDC88A,515,469,891,393,457,1153
8880,PNPT1,364,404,1024,402,449,1120
8881,EFEMP1,6725,5872,8221,4423,5310,14095
8882,CCDC85A,0,0,2,0,0,3
8883,VRK2,269,261,501,280,277,780
8884,FANCL,30,25,39,27,28,84
8885,BCL11A,76,73,165,73,67,217
8886,PAPOLG,356,386,649,258,301,882
8887,REL,97,88,126,77,78,208
8888,PUS10,83,78,110,47,61,123
8889,PEX13,467,424,750,402,421,1113
8890,KIAA1841,138,95,207,88,105,301
8892,C2orf74,135,152,353,157,172,458
8893,USP34,990,1044,2075,887,874,2665
8894,XPO1,1419,1972,4293,1461,1453,3955
8895,FAM161A,35,47,70,23,23,59
8896,CCT4,2685,2249,3755,2219,2436,7017
8897,COMMD1,659,578,655,437,448,1541
8898,B3GNT2,436,419,698,361,421,1100
8900,TMEM17,22,32,47,29,26,102
8901,EHBP1,2033,1793,3597,1724,1793,4771
8903,OTX1,210,213,285,171,144,468
8904,WDPCP,31,21,35,24,26,77
8905,MDH1,878,735,1370,607,708,2135
8906,UGP2,1802,1807,4437,1663,1773,4953
8907,VPS54,221,221,402,216,217,555
8908,PELI1,424,375,534,312,367,992
8909,LGALSL,201,180,359,225,246,810
8910,AFTPH,449,446,922,415,419,1174
8911,SERTAD2,431,499,702,404,403,1246
8912,SLC1A4,465,451,641,369,368,971
8913,CEP68,188,206,338,134,149,420
8914,RAB1A,2519,2561,5179,2501,2416,6451
8915,ACTR2,3635,3020,6182,2815,3169,8937
8916,SPRED2,358,348,597,320,324,931
8918,MEIS1,374,425,566,316,369,762
8919,ETAA1,80,113,370,111,103,255
8920,C1D,73,89,272,67,65,198
8922,PNO1,319,298,499,351,258,825
8923,PPP3R1,655,528,1045,574,538,1438
8925,PLEK,2,2,7,4,1,2
8926,FBXO48,41,31,80,34,37,95
8927,APLF,56,53,95,55,66,112
8929,ARHGAP25,69,67,127,92,95,300
8930,ANTXR1,738,658,1019,544,666,1637
8931,GFPT1,1396,1144,1987,1086,1187,3439
8932,NFU1,369,327,597,305,358,1099
8933,AAK1,1023,1129,1944,798,860,2482
8934,ANXA4,2421,2096,3081,1990,1842,5166
8935,GMCL1,132,123,226,105,100,299
8936,SNRNP27,399,331,582,386,360,974
8937,MXD1,447,486,897,512,473,1420
8940,PCBP1,2438,2250,3713,2589,2078,6611
8941,C2orf42,165,154,249,139,155,387
8942,TIA1,564,498,762,498,508,1306
8943,PCYOX1,1640,1673,2892,1231,1346,3725
8944,SNRPG,1306,864,1217,963,1021,2768
8945,FAM136A,364,359,575,338,372,1022
8946,TGFA,1311,1081,1718,1247,1364,4301
8951,TEX261,970,811,1210,832,950,2485
8953,NAGK,579,559,937,629,595,2091
8954,MCEE,43,31,51,37,27,93
8955,MPHOSPH10,777,776,1580,632,784,2084
8956,PAIP2B,86,67,105,56,47,158
8957,ZNF638,1571,1509,2729,1253,1241,3714
8958,DYSF,483,470,715,472,395,1331
8959,CYP26B1,107,120,163,117,80,276
8960,EXOC6B,689,689,1167,544,585,1688
8961,SPR,233,190,407,206,180,609
8962,SFXN5,291,308,398,302,251,643
8963,RAB11FIP5,600,574,1066,709,530,1860
8964,SMYD5,269,230,354,246,228,663
8966,CCT7,4869,3747,6545,4553,4677,14051
8967,FBXO41,155,132,209,141,141,401
8968,ALMS1,230,187,339,146,144,539
8969,TPRKB,614,442,787,291,487,1259
8970,DUSP11,703,642,1091,518,580,1790
8971,STAMBP,1471,1212,2492,1156,1198,3757
8972,DGUOK,591,515,769,491,472,1448
8973,TET3,238,245,399,236,227,564
8974,BOLA3,218,166,283,172,153,541
8976,MOB1A,264,233,558,200,229,597
8977,MTHFD2,310,231,511,297,328,1015
8979,DCTN1,2480,2234,3538,2464,2131,6583
8982,WDR54,207,140,239,141,138,440
8983,RTKN,855,792,1179,846,733,2321
8984,INO80B,2,7,9,2,10,12
8986,MOGS,769,784,1167,947,845,2370
8987,MRPL53,155,159,197,180,96,400
8988,CCDC142,103,114,139,99,83,278
8989,TTC31,278,256,343,216,229,625
8992,PCGF1,154,110,202,130,137,388
8993,TLX2,0,2,1,0,0,2
8994,DQX1,170,156,250,142,154,430
8995,AUP1,1384,1417,2146,1517,1317,4097
8996,HTRA2,205,179,241,220,163,588
8997,LOXL3,8,3,3,2,6,17
8998,DOK1,19,9,19,16,12,26
8999,M1AP,20,16,29,21,8,38
9000,SEMA4F,240,217,305,183,186,574
9001,HK2,1312,1261,2200,1582,1488,4507
9002,POLE4,117,116,144,110,104,318
9003,TACR1,1,0,0,0,0,0
9004,EVA1A,121,71,151,75,65,267
9005,MRPL19,347,377,756,380,356,987
9006,GCFC2,51,47,118,38,61,94
9007,SUCLG1,493,489,670,480,432,1304
9008,DNAH6,6,3,11,3,2,14
9010,TMSB10,40379,36280,73362,34102,36167,112793
9011,KCMF1,987,934,1447,915,888,2449
9012,TCF7L1,288,295,386,334,277,733
9013,TGOLN2,2119,2167,3554,1928,1934,5423
9014,RETSAT,1436,1390,1994,1258,1258,3352
9016,CAPG,2534,2272,3247,2578,2196,6909
9017,MAT2A,1975,1751,3216,1631,1784,4916
9018,GGCX,506,515,823,461,470,1267
9019,VAMP8,2568,2091,3426,1932,2121,6355
9020,VAMP5,49,25,31,38,23,111
9021,RNF181,565,537,825,547,535,1468
9022,TMEM150A,144,154,236,180,142,528
9023,USP39,528,574,819,490,601,1481
9024,C2orf68,158,133,230,119,132,396
9027,ST3GAL5,127,112,216,143,158,486
9028,POLR1A,720,604,1053,634,577,1914
9029,PTCD3,716,594,1088,561,637,1592
9031,IMMT,1292,1026,1841,1019,1161,3527
9032,MRPL35,416,357,620,318,360,1052
9033,REEP1,0,0,1,0,0,0
9034,KDM3A,867,820,1330,722,763,2192
9035,CHMP3,34,44,62,28,21,84
9037,RNF103,182,194,412,148,167,496
9038,RMND5A,366,326,617,288,290,829
9042,KRCC1,561,479,929,424,460,1324
9043,THNSL2,78,91,127,79,60,186
9045,EIF2AK3,291,356,595,295,350,940
9046,RPIA,154,112,191,86,106,351
9049,MAL,12,15,21,12,12,18
9050,MRPS5,1329,1024,1604,1043,1157,3351
9051,ZNF514,156,161,209,152,150,407
9052,ZNF2,86,67,138,72,80,193
9053,PROM2,1880,1964,2490,1601,1455,4289
9054,KCNIP3,1,8,12,12,5,30
9055,FAHD2A,155,121,170,141,159,496
9058,GPAT2,10,15,8,16,9,27
9059,ADRA2B,0,0,0,0,1,0
9061,STARD7,1095,924,1643,758,859,2912
9062,TMEM127,1245,1142,1750,973,1011,3015
9063,CIAO1,943,815,1396,827,855,2615
9064,SNRNP200,3461,2815,4782,2942,3048,9112
9065,ITPRIPL1,14,11,10,13,7,29
9066,NCAPH,86,60,128,62,63,166
9068,ARID5A,36,39,52,51,40,107
9069,KANSL3,726,651,976,565,595,1904
9070,FER1L5,0,0,2,1,0,4
9071,LMAN2L,412,355,625,260,329,926
9072,CNNM4,332,293,476,289,236,777
9074,CNNM3,125,138,193,95,94,289
9076,ANKRD39,21,39,29,38,19,93
9077,SEMA4C,293,301,402,326,228,729
